1:1	Am|on-the Anfang|beginning schuf|create Gott|God Himmel|heaven und|and Erde|earth
31:21	Also|so floh|flee er|he und|and alles|all was|what sein|his war|was machte|made sich|himself auf|arise und|and fuhr|went über|pass den|the Strom|river und|and richtete|pitched sich|put nach|after dem|the Berge|mountain Gilead|Gilead
31:22	Am|on-the dritten|third Tage|time ward|was Laban|Laban angesagt|tell daß|that Jakob|Jacob geflohen|fleeing wäre|flee
31:23	Und|and er|he nahm|take seine|his Brüder|brothers zu|to sich|himself und|and jagte|pursue ihm|him nach|after sieben|seven Tagereisen|time und|and ereilte|cleave ihn|him auf|on dem|the Berge|mountain Gilead|Gilead
31:24	Aber|but Gott|God kam|came zu|to Laban|Laban dem|the Syrer|Arameans im|in-the Traum|dream des|of-the Nachts|night und|and sprach|said zu|to ihm|him Hüte|take-care dich|keep daß|that du|you mit|hide Jakob|Jacob nicht|evil anders|ever redest|speak als|when freundlich|good
31:25	Und|and Laban|Laban nahte|overtake zu|to Jakob|Jacob Jakob|Jacob aber|but hatte|had seine|his Hütte|tent aufgeschlagen|blow auf|on dem|the Berge|mountain und|and Laban|Laban mit|with seinen|his Brüdern|brothers schlug|blow seine|his Hütte|tent auch|also auf|on auf|on dem|the Berge|mountain Gilead|Gilead
31:26	Da|then sprach|said Laban|Laban zu|to Jakob|Jacob Was|what hast|have du|you getan|make daß|that du|you mich|me getäuscht|deceived hast|steal und|and hast|have meine|my Töchter|daughter entführt|lead als|when wenn|when sie|they durchs|through-the Schwert|sword gefangen|taken-captive wären|take
31:27	Warum|why bist|are du|you heimlich|hide geflohen|flee und|and hast|have dich|you weggestohlen|steal und|and hast|have mir|me s|[s] nicht|not angesagt|tell daß|that ich|I dich|you hätte|had geleitet|send mit|with Freuden|joy mit|with Singen|song mit|with Pauken|timbrel und|and Harfen|harp
31:28	Und|and hast|have mich|me nicht|not lassen|forsake meine|my Kinder|old und|and Töchter|daughter küssen|kiss Nun|make du|you hast|have töricht|foolishly getan|do (make
31:29	Und|and ich|I hätte|is wohl|well so|then viel|many Macht|power daß|that ich|I euch|you könnte|make Übles|evil tun|make aber|but eures|your Vaters|father's Gott|God hat|has gestern|last-night zu|to mir|me gesagt|said Hüte|take-care dich|keep daß|that du|you mit|with Jakob|Jacob nicht|evil anders|but als|when freundlich|good redest|speak
31:30	Und|and weil|because du|you denn|for ja|yes wolltest|go ziehen|go und|and sehntest|longed dich|desire so|then sehr|desire nach|after deines|your Vaters|father's Hause|household warum|why hast|have du|you mir|me meine|my Götter|gods gestohlen|steal
31:31	Jakob|Jacob antwortete|answer und|and sprach|said zu|to Laban|Laban Ich|I fürchtete|was-afraid mich|fear und|and dachte|thought du|you würdest|would deine|your Töchter|daughter von|from mir|me reißen|spoil
31:32	Bei|with welchem|whomever du|you aber|but deine|your Götter|gods findest|find der|the sterbe|live hier|here vor|tell unsern|our Brüdern|brothers Suche|know das|the Deine|your bei|with mir|me und|and nimm|take s|take hin|away Jakob|Jacob wußte|know aber|but nicht|not daß|that sie|they Rahel|Rachel gestohlen|stolen hatte|steal
31:33	Da|then ging|went Laban|Laban in|in die|the Hütten|tents Jakobs|Jacob und|and Leas|Leah und|and der|the beiden|two Mägde|female-servants und|and fand|find nichts|nothing und|and ging|bring aus|from der|the Hütte|tent Leas|Leah in|in die|the Hütte|tent Rahels|Rachel
31:34	Da|then nahm|take Rahel|Rachel die|the Götzen|image und|and legte|put sie|they unter|under den|the Kamelsattel|camel und|and setzte|dwell sich|himself darauf|on-it Laban|Laban aber|but betastete|grope die|the ganze|whole Hütte|tent und|and fand|find nichts|nothing
31:35	Da|then sprach|said sie|they zu|to ihrem|her Vater|father Mein|my Herr|LORD zürne|kindled mir|me nicht|not denn|for ich|I kann|could nicht|not aufstehen|arise vor|face dir|you denn|for es|it geht|goes mir|me nach|after der|the Frauen|women's Weise|way Also|so fand|find er|he die|the Götzen|image nicht|not wie|as sehr|very er|he suchte|search
31:36	Und|and Jakob|Jacob ward|was zornig|kindled und|and schalt|plead Laban|Laban und|Jacob sprach|answer zu|to ihm|Laban Was|what habe|have ich|I mißgehandelt|transgression oder|or gesündigt|sin daß|that du|you so|then auf|on mich|me erhitzt|hotly-pursued bist|pursue
31:37	Du|you hast|have allen|all meinen|my Hausrat|vessel betastet|grope Was|what hast|have du|you von|from meinem|my Hausrat|vessel gefunden|find Lege|put das|the dar|also vor|before meinen|my und|and deinen|your Brüdern|brothers daß|that sie|they zwischen|between uns|us beiden|two richten|reprove
31:38	Diese|these zwanzig|twenty Jahre|year bin|am ich|I bei|with dir|you gewesen|been deine|your Schafe|ewe und|and Ziegen|goat sind|are nicht|not unfruchtbar|barren gewesen|bereave die|the Widder|ram deiner|your Herde|flock habe|have ich|I nie|never gegessen|eaten
31:39	was|what die|the Tiere|beasts zerrissen|torn brachte|brought ich|I dir|you nicht|not ich|I mußte|had-to es|it bezahlen|sin du|you fordertest|seek es|it von|from meiner|my Hand|by es|it mochte|whether mir|me des|of-the Tages|time oder|or des|of-the Nachts|night gestohlen|stolen sein|steal
31:40	Des|of-the Tages|time verschmachtete|consumed ich|I vor|before Hitze|heat und|and des|of-the Nachts|night vor|before Frost|frost und|and kam|flee kein|no Schlaf|sleep in|in meine|my Augen|eye
31:41	Also|so habe|have ich|I diese|these zwanzig|twenty Jahre|year in|in deinem|your Hause|household gedient|serve vierzehn|fourteen um|for deine|two Töchter|daughter und|and sechs|six um|for deine|your Herde|flock und|and du|you hast|have mir|me meinen|my Lohn|wages zehnmal|ten verändert|change
31:42	Wo|except nicht|not der|the Gott|God meines|my Vaters|father's der|the Gott|God Abrahams|Abraham's und|and die|the Furcht|fear Isaaks|Isaac auf|on meiner|my Seite|side gewesen|been wäre|was du|you hättest|would-have mich|me leer|empty lassen|let ziehen|send Aber|but Gott|God hat|has mein|my Elend|affliction und|and meine|my Mühe|labour angesehen|see und|and hat|has dich|you gestern|last-night gestraft|reprove
31:43	Laban|Laban antwortete|answer und|and sprach|said zu|to Jakob|Jacob Die|the Töchter|daughter sind|are meine|my Töchter|daughter und|and die|the Kinder|old sind|are meine|my Kinder|old und|and die|the Herden|flock sind|are meine|my Herden|flock und|and alles|all was|what du|you siehst|see ist|is mein|my Was|what kann|can ich|I meinen|my Töchtern|daughter heute|time oder|or ihren|their Kindern|old tun|make die|the sie|they geboren|born haben|beget
31:44	So|then komm|go nun|now und|and laß|let uns|us einen|a Bund|covenant machen|make ich|I und|and du|you der|the ein|a Zeugnis|witness sei|be zwischen|between mir|me und|and dir|you
31:45	Da|then nahm|take Jakob|Jacob einen|a Stein|stone und|and richtete|pitched ihn|him auf|exalt zu|to einem|a Mal|image
31:46	und|Jacob sprach|said zu|to seinen|his Brüdern|brothers Leset|gather Steine|stones auf|gather Und|and sie|they nahmen|take Steine|stones und|and machten|make einen|a Haufen|heap und|and aßen|ate auf|on dem|the Haufen|heap
31:47	Und|and Laban|Laban hieß|call ihn|him Jegar-|[Jegar-] Sahadutha|Jegarsahadutha Jakob|Jacob aber|but hieß|call ihn|him Gilead|of-Gilead
31:48	Da|then sprach|said Laban|Laban Der|the Haufe|heap sei|be heute|time Zeuge|witness zwischen|between mir|me und|and dir|you daher|therefore heißt|is-called man|call ihn|name Gilead|of-Gilead
31:49	und|and sei|be eine|a Warte|Mizpah denn|for er|he sprach|said Der|the HERR|GOD sehe|see darein|watchman zwischen|between mir|me und|and dir|you wenn|when wir|we voneinander|in-two kommen|hide
31:50	wo|where du|you meine|my Töchter|daughter bedrückst|afflict oder|or andere|other Weiber|wives dazunimmst|take über|above meine|my Töchter|daughter Es|it ist|is kein|no Mensch|man hier|here mit|with uns|us siehe|see aber|but Gott|God ist|is der|the Zeuge|witness zwischen|between mir|me und|and dir|you
31:51	Und|and Laban|Laban sprach|said weiter|further zu|to Jakob|Jacob Siehe|behold das|the ist|is der|the Haufe|heap und|and das|the ist|is das|the Mal|image das|the ich|I aufgerichtet|set-up habe|teach zwischen|between mir|me und|and dir|you
31:52	Derselbe|he Haufe|heap sei|be Zeuge|witness und|and das|the Mal|image sei|be auch|also Zeuge|testimonies wenn|when ich|I herüberfahre|pass zu|to dir|you oder|or du|you herüberfährst|pass zu|to mir|me über|over diesen|this Haufen|heap und|and dies|this Mal|image zu|to beschädigen|evil
31:53	Der|the Gott|God Abrahams|Abraham's und|and der|the Gott|God Nahors|Nahor der|the Gott|God ihres|her Vaters|father's sei|be Richter|plead zwischen|between uns|us
31:54	Und|and Jakob|Jacob schwur|sware ihm|him bei|with der|the Furcht|fear seines|his Vaters|father's Isaak|Isaac Und|and Jakob|Jacob opferte|sacrifice auf|on dem|the Berge|mountain und|and lud|call seine|his Brüder|brothers zum|as-a Essen|bread Und|and da|then sie|they gegessen|eaten hatten|had blieben|lodge sie|they auf|on dem|the Berge|mountain über|over Nacht|lodge
31:55	[32|[[32] 1]|[1]] Des|of-the Morgens|morning aber|but stand|betimes Laban|Laban früh|early auf|betimes küßte|kiss seine|his Kinder|old und|and Töchter|daughter und|and segnete|bless sie|they und|Laban zog|went hin|go und|and kam|came wieder|return an|to seinen|his Ort|place
32:1	[32|[[32] 2]|[2]] Jakob|Jacob aber|but zog|go seinen|his Weg|way und|and es|it begegneten|fall ihm|him die|the Engel|angel Gottes|of-God
32:2	[32|[[32] 3]|[3]] Und|and da|then er|he sie|they sah|see sprach|said er|Jacob Es|it sind|are Gottes|of-God Heere|camp und|and hieß|call die|the Stätte|place Mahanaim|Mahanaim
32:3	[32|[[32] 4]|[4]] Jakob|Jacob aber|but schickte|send Boten|angel vor|before sich|himself her|face zu|to seinem|his Bruder|brother Esau|Esau ins|into-the Land|land Seir|Seir in|in die|the Gegend|field Edoms|of-Edom
32:4	[32|[[32] 5]|[5]] und|and befahl|command ihnen|them und|and sprach|said Also|so sagt|say meinem|my Herrn|LORD Esau|Esau Dein|your Knecht|servant Jakob|Jacob läßt|let dir|you sagen|say Ich|I bin|am bis|until daher|therefore bei|with Laban|Laban lange|long außen|sojourn gewesen|been
32:5	[32|[[32] 6]|[6]] und|and habe|have Rinder|ox und|and Esel|ass Schafe|flock Knechte|servant und|and Mägde|handmaid und|and habe|have ausgesandt|send dir|you meinem|my Herrn|LORD anzusagen|tell daß|that ich|I Gnade|grace vor|before deinen|your Augen|eye fände|find
32:6	[32|[[32] 7]|[7]] Die|the Boten|angel kamen|came wieder|return zu|to Jakob|Jacob und|and sprachen|said Wir|we kamen|came zu|to deinem|your Bruder|brother Esau|Esau und|and er|he zieht|go dir|you auch|also entgegen|meet mit|with vierhundert|hundred Mann|man
32:7	[32|[[32] 8]|[8]] Da|then fürchtete|was-afraid sich|fear Jakob|Jacob sehr|very und|and ihm|him ward|was bange|distressed und|and teilte|divide das|the Volk|nation das|the bei|with ihm|him war|was und|and die|the Schafe|flock und|and die|the Rinder|ox und|and die|the Kamele|camel in|in zwei|two Heere|camp
32:8	[32|[[32] 9]|[9]] und|and sprach|said So|then Esau|Esau kommt|comes auf|on das|the eine|a Heer|camp und|and schlägt|smite es|it so|then wird|will das|the übrige|leave entrinnen|escape
32:9	[32|[[32] 10]|[10]] Weiter|further sprach|said Jakob|Jacob Gott|God meines|my Vaters|father's Abraham|Abraham und|and Gott|God meines|my Vaters|father's Isaak|Isaac HERR|GOD der|the du|you zu|to mir|me gesagt|said hast|have Zieh|go wieder|return in|in dein|your Land|land und|and zu|to deiner|your Freundschaft|kindred ich|I will|will dir|you wohltun|well
32:10	[32|[[32] 11]|[11]] ich|I bin|am zu|to gering|be a  small aller|all Barmherzigkeit|mercy und|and aller|all Treue|faithfulness die|the du|you an|to deinem|your Knechte|servant getan|done hast|make denn|for ich|I hatte|had nicht|not mehr|more als|when diesen|this Stab|rod da|then ich|I über|pass den|the Jordan|Jordan ging|pass und|and nun|now bin|am ich|I zwei|two Heere|camp geworden|become
32:11	[32|[[32] 12]|[12]] Errette|deliver mich|me von|from der|the Hand|by meines|my Bruders|brother von|from der|the Hand|by Esaus|Esau denn|for ich|I fürchte|fear mich|fear vor|before ihm|him daß|that er|he nicht|not komme|come und|and schlage|smite mich|me die|the Mütter|wombs samt|above den|the Kindern|old
32:12	[32|[[32] 13]|[13]] Du|you hast|have gesagt|said ich|I will|well dir|you wohltun|well und|and deinen|your Samen|seed machen|put wie|as den|the Sand|sand am|on-the Meer|sea den|the man|one nicht|not zählen|count kann|scribe vor|before der|the Menge|multitude
32:13	[32|[[32] 14]|[14]] Und|and er|he blieb|lodge die|the Nacht|night da|then und|and nahm|take von|from dem|the das|the er|he vor|before Handen|by hatte|had ein|a Geschenk|offering für|for seinen|his Bruder|brother Esau|Esau
32:14	[32|[[32] 15]|[15]] zweihundert|hundred Ziegen|goat zwanzig|twenty Böcke|he goat.tayish zweihundert|hundred Schafe|ewe zwanzig|twenty Widder|ram
32:15	[32|[[32] 16]|[16]] und|and dreißig|thirty säugende|suck Kamele|camel mit|with ihren|their Füllen|old vierzig|forty Kühe|kine und|and zehn|ten Farren|bullock zwanzig|twenty Eselinnen|female-donkeys mit|with zehn|ten Füllen|colt
32:16	[32|[[32] 17]|[17]] und|and tat|put sie|they unter|under die|the Hand|by seiner|his Knechte|servant je|two eine|a Herde|flock besonders|separately und|and sprach|said zu|to ihnen|servant Gehet|pass vor|before mir|face hin|pass und|and lasset|put Raum|space zwischen|between einer|one Herde|flock nach|after der|the andern|flock
32:17	[32|[[32] 18]|[18]] und|and gebot|command dem|the ersten|first und|and sprach|said Wenn|when dir|you mein|my Bruder|brother Esau|Esau begegnet|meet und|and dich|you fragt|ask Wem|to-whom gehörst|belong du|you an|to und|and wo|where willst|will du|you hin|go und|and wes|whose ist|is s|[s] was|what du|you vor|before dir|you treibst|face
32:18	[32|[[32] 19]|[19]] sollst|shall du|you sagen|say Es|it gehört|heard deinem|your Knechte|servant Jakob|Jacob zu|to der|the sendet|send Geschenk|offering seinem|his Herrn|LORD Esau|Esau und|and zieht|go hinter|behind uns|us her|here
32:19	[32|[[32] 20]|[20]] Also|also gebot|command er|he auch|also dem|the andern|second und|and dem|the dritten|third und|and allen|all die|the den|the Herden|flock nachgingen|followed und|and sprach|said Wie|as ich|I euch|you gesagt|said habe|word so|then sagt|speak zu|to Esau|Esau wenn|when ihr|you ihm|him begegnet|find
32:20	[32|[[32] 21]|[21]] und|and sagt|say ja|yes auch|also Siehe|behold dein|your Knecht|servant Jakob|Jacob ist|is hinter|behind uns|us Denn|for er|he gedachte|remembered Ich|I will|will ihn|face versöhnen|atonement mit|with dem|the Geschenk|offering das|the vor|before mir|face her|here geht|go darnach|after will|will ich|I ihn|face sehen|see vielleicht|perhaps wird|will er|he mich|face annehmen|bear
32:21	[32|[[32] 22]|[22]] Also|so ging|pass das|the Geschenk|offering vor|before ihm|face her|here aber|but er|he blieb|lodge dieselbe|that Nacht|night beim|in-the Heer|camp
32:22	[32|[[32] 23]|[23]] und|and stand|rose auf|arise in|in der|the Nacht|night und|and nahm|take seine|his zwei|two Weiber|wives und|and die|the zwei|two Mägde|handmaid und|and seine|his elf|ten Kinder|child und|and zog|pass an|to die|the Furt|ford des|of-the Jabbok|Jabbok
32:23	[32|[[32] 24]|[24]] nahm|take sie|they und|and führte|pass sie|they über|over das|the Wasser|river daß|that hinüberkam|pass was|what er|he hatte|had
32:24	[32|[[32] 25]|[25]] und|Jacob blieb|leave allein|only Da|then rang|wrestled ein|a Mann|man mit|with ihm|him bis|until die|the Morgenröte|morning anbrach|offer
32:25	[32|[[32] 26]|[26]] Und|and da|then er|he sah|see daß|that er|he ihn|him nicht|not übermochte|could rührte|touch er|he das|the Gelenk|thigh seiner|his Hüfte|hand an|to und|and das|the Gelenk|socket der|the Hüfte|thigh Jakobs|Jacob ward|was über|over dem|the Ringen|wrestling mit|with ihm|him verrenkt|hang
32:26	[32|[[32] 27]|[27]] Und|and er|he sprach|said Laß|let mich|me gehen|send denn|for die|the Morgenröte|morning bricht|is-breaking an|offer Aber|but er|he antwortete|answered Ich|I lasse|send dich|you nicht|not du|you segnest|bless mich|me denn|for
32:27	[32|[[32] 28]|[28]] Er|he sprach|said Wie|as heißt|name du|you Er|he antwortete|answered Jakob|Jacob
32:28	[32|[[32] 29]|[29]] Er|he sprach|said Du|name sollst|shall nicht|not mehr|more Jakob|Jacob heißen|be-called sondern|but Israel|Israelites denn|for du|you hast|have mit|with Gott|God und|and mit|with Menschen|man gekämpft|power und|and bist|are obgelegen|could
32:29	[32|[[32] 30]|[30]] Und|and Jakob|Jacob fragte|ask ihn|him und|and sprach|said Sage|tell doch|please wie|as heißt|name du|you Er|he aber|but sprach|said Warum|this fragst|ask du|you wie|as ich|I heiße|name Und|and er|he segnete|bless ihn|him daselbst|there
32:30	[32|[[32] 31]|[31]] Und|and Jakob|Jacob hieß|call die|the Stätte|place Pniel|Penuel denn|for ich|I habe|have Gott|God von|from Angesicht|face gesehen|see und|and meine|my Seele|soul ist|is genesen|deliver
32:31	[32|[[32] 32]|[32]] Und|and als|when er|he an|to Pniel|Penuel vorüberkam|pass ging|arise ihm|him die|the Sonne|sun auf|arise und|and er|he hinkte|halt an|to seiner|his Hüfte|thigh
